Date,Close
8/24/2018 16:00:00,65.83
8/27/2018 16:00:00,65.78
8/28/2018 16:00:00,65.44
8/29/2018 16:00:00,65.61
8/30/2018 16:00:00,65.35
8/31/2018 16:00:00,65.4
9/4/2018 16:00:00,64.79
9/5/2018 16:00:00,65.43
9/6/2018 16:00:00,66.16
9/7/2018 16:00:00,66.43
9/10/2018 16:00:00,66.33
9/11/2018 16:00:00,65.87
9/12/2018 16:00:00,66.61
9/13/2018 16:00:00,67.54
9/14/2018 16:00:00,66.73
9/17/2018 16:00:00,67.15
9/18/2018 16:00:00,67.15
9/19/2018 16:00:00,66.73
9/20/2018 16:00:00,67.49
9/21/2018 16:00:00,67.8
9/24/2018 16:00:00,67.49
9/25/2018 16:00:00,67.37
9/26/2018 16:00:00,67.06
9/27/2018 16:00:00,67.43
9/28/2018 16:00:00,67.64
10/1/2018 16:00:00,68.21
10/2/2018 16:00:00,68.42
10/3/2018 16:00:00,68.05
10/4/2018 16:00:00,67.91
10/5/2018 16:00:00,67.73
10/8/2018 16:00:00,68.14
10/9/2018 16:00:00,68.98
10/10/2018 16:00:00,67.18
10/11/2018 16:00:00,65.19
10/12/2018 16:00:00,66.57
10/15/2018 16:00:00,66.23
10/16/2018 16:00:00,67.91
10/17/2018 16:00:00,68.48
10/18/2018 16:00:00,68.85
10/19/2018 16:00:00,68.99
10/22/2018 16:00:00,69.2
10/23/2018 16:00:00,68.75
10/24/2018 16:00:00,67.26
10/25/2018 16:00:00,66.71
10/26/2018 16:00:00,67.13
10/29/2018 16:00:00,68.13
10/30/2018 16:00:00,69.48
10/31/2018 16:00:00,70.19
11/1/2018 16:00:00,69.72
11/2/2018 16:00:00,68.91
11/5/2018 16:00:00,69.72
11/6/2018 16:00:00,69.9
11/7/2018 16:00:00,71.59
11/8/2018 16:00:00,71.97
11/9/2018 16:00:00,71.38
11/12/2018 16:00:00,71.22
11/13/2018 16:00:00,71.14
11/14/2018 16:00:00,70.65
11/15/2018 16:00:00,71.36
11/16/2018 16:00:00,72.53
11/19/2018 16:00:00,72.8
11/20/2018 16:00:00,71.3
11/21/2018 16:00:00,71.31
11/23/2018 13:00:00,71.2
11/26/2018 16:00:00,71.93
11/27/2018 16:00:00,72.79
11/28/2018 16:00:00,73.64
11/29/2018 16:00:00,74.29
11/30/2018 16:00:00,75.65
12/3/2018 16:00:00,75.54
12/4/2018 16:00:00,74.58
12/6/2018 16:00:00,74.73
12/7/2018 16:00:00,73.15
12/10/2018 16:00:00,73.82
12/11/2018 16:00:00,73.53
12/12/2018 16:00:00,74.38
12/13/2018 16:00:00,75.34
12/14/2018 16:00:00,72.93
12/17/2018 16:00:00,71.73
12/18/2018 16:00:00,70.88
12/19/2018 16:00:00,70.34
12/20/2018 16:00:00,70.07
12/21/2018 16:00:00,69.51
12/24/2018 13:00:00,67.84
12/26/2018 16:00:00,70.56
12/27/2018 16:00:00,71.88
12/28/2018 16:00:00,71.87
12/31/2018 16:00:00,72.86
1/2/2019 16:00:00,72.08
1/3/2019 16:00:00,70.6
1/4/2019 16:00:00,72.73
1/7/2019 16:00:00,71.92
1/8/2019 16:00:00,72.46
1/9/2019 16:00:00,71.91
1/10/2019 16:00:00,71.02
1/11/2019 16:00:00,71.42
1/14/2019 16:00:00,69.96
1/15/2019 16:00:00,71.04
1/16/2019 16:00:00,71.14
1/17/2019 16:00:00,72.09
1/18/2019 16:00:00,72.34
1/22/2019 16:00:00,72.31
1/23/2019 16:00:00,71.93
1/24/2019 16:00:00,69.77
1/25/2019 16:00:00,69.56
1/28/2019 16:00:00,69.53
1/29/2019 16:00:00,69.83
1/30/2019 16:00:00,69.96
1/31/2019 16:00:00,70.97
2/1/2019 16:00:00,72.9
2/4/2019 16:00:00,73.3
2/5/2019 16:00:00,73.56
2/6/2019 16:00:00,73.79
2/7/2019 16:00:00,73.25
2/8/2019 16:00:00,73.92
2/11/2019 16:00:00,73.14
2/12/2019 16:00:00,74.87
2/13/2019 16:00:00,75.35
2/14/2019 16:00:00,75.27
2/15/2019 16:00:00,76.1
2/19/2019 16:00:00,75.56
2/20/2019 16:00:00,75.74
2/21/2019 16:00:00,76.12
2/22/2019 16:00:00,77.02
2/25/2019 16:00:00,76.64
2/26/2019 16:00:00,76.99
2/27/2019 16:00:00,76.87
2/28/2019 16:00:00,77.51
3/1/2019 16:00:00,77.86
3/4/2019 16:00:00,77.59
3/5/2019 16:00:00,77.9
3/6/2019 16:00:00,77.01
3/7/2019 16:00:00,76.71
3/8/2019 16:00:00,76.09
3/11/2019 16:00:00,77.11
3/12/2019 16:00:00,77.45
3/13/2019 16:00:00,77.81
3/14/2019 16:00:00,77.7
3/15/2019 16:00:00,77.78
3/18/2019 16:00:00,77.57
3/19/2019 16:00:00,78.1
3/20/2019 16:00:00,78.27
3/21/2019 16:00:00,79.09
3/22/2019 16:00:00,78.47
3/25/2019 16:00:00,78.52
3/26/2019 16:00:00,79.07
3/27/2019 16:00:00,78.47
3/28/2019 16:00:00,78.79
3/29/2019 16:00:00,79.3
4/1/2019 16:00:00,79.43
4/2/2019 16:00:00,79.34
4/3/2019 16:00:00,79.31
4/4/2019 16:00:00,78.05
4/5/2019 16:00:00,77.38
4/8/2019 16:00:00,77.19
4/9/2019 16:00:00,77.04
4/10/2019 16:00:00,77.06
4/11/2019 16:00:00,76.13
4/12/2019 16:00:00,75.74
4/15/2019 16:00:00,74.88
4/16/2019 16:00:00,73.96
4/17/2019 16:00:00,70.48
4/18/2019 16:00:00,69.79
4/22/2019 16:00:00,70.05
4/23/2019 16:00:00,71.13
4/24/2019 16:00:00,71.26
4/25/2019 16:00:00,72.79
4/26/2019 16:00:00,73.07
4/29/2019 16:00:00,73.21
4/30/2019 16:00:00,75.05
5/1/2019 16:00:00,75.06
5/2/2019 16:00:00,75.82
5/3/2019 16:00:00,76.28
5/6/2019 16:00:00,75.79
5/7/2019 16:00:00,74.28
5/8/2019 16:00:00,74.55
5/9/2019 16:00:00,74.69
5/10/2019 16:00:00,74.56
5/13/2019 16:00:00,73.58
5/14/2019 16:00:00,73.82
5/15/2019 16:00:00,73.95
5/16/2019 16:00:00,75.45
5/17/2019 16:00:00,75.06
5/20/2019 16:00:00,75.21
5/21/2019 16:00:00,75.81
5/22/2019 16:00:00,77.22
5/23/2019 16:00:00,77.25
5/24/2019 16:00:00,77.4
5/28/2019 16:00:00,76.53
5/29/2019 16:00:00,75.67
5/30/2019 16:00:00,75.98
5/31/2019 16:00:00,75.53
6/3/2019 16:00:00,76.53
6/4/2019 16:00:00,77.31
6/5/2019 16:00:00,77.89
6/6/2019 16:00:00,77.66
6/7/2019 16:00:00,78.63
6/10/2019 16:00:00,78.65
6/11/2019 16:00:00,79.12
6/12/2019 16:00:00,79.82
6/13/2019 16:00:00,79.05
6/14/2019 16:00:00,78.93
6/17/2019 16:00:00,79.43
6/18/2019 16:00:00,80.56
6/19/2019 16:00:00,81.39
6/20/2019 16:00:00,80.67
6/21/2019 16:00:00,80.64
6/24/2019 16:00:00,81.54
6/25/2019 16:00:00,81.28
6/26/2019 16:00:00,79.66
6/27/2019 16:00:00,79.93
6/28/2019 16:00:00,79.95
7/1/2019 16:00:00,80.81
7/2/2019 16:00:00,81.54
7/3/2019 13:00:00,82.86
7/5/2019 16:00:00,81.62
7/8/2019 16:00:00,80.13
7/9/2019 16:00:00,80.92
7/10/2019 16:00:00,80.88
7/11/2019 16:00:00,77.24
7/12/2019 16:00:00,76.02
7/15/2019 16:00:00,77.2
7/16/2019 16:00:00,77.8
7/17/2019 16:00:00,78.11
7/18/2019 16:00:00,78.85
7/19/2019 16:00:00,77.61
7/22/2019 16:00:00,77.44
7/23/2019 16:00:00,78.22
7/24/2019 16:00:00,77.95
7/25/2019 16:00:00,77.95
7/26/2019 16:00:00,77.65
7/29/2019 16:00:00,78.66
7/30/2019 16:00:00,79.4
7/31/2019 16:00:00,79.13
8/1/2019 16:00:00,79.8
8/2/2019 16:00:00,80.54
8/5/2019 16:00:00,79.26
8/6/2019 16:00:00,80.43
8/7/2019 16:00:00,80.33
8/8/2019 16:00:00,80.79
8/9/2019 16:00:00,81.55
8/12/2019 16:00:00,81.07
8/13/2019 16:00:00,82.08
8/14/2019 16:00:00,79.52
8/15/2019 16:00:00,79.58
8/16/2019 16:00:00,81.11
8/19/2019 16:00:00,82.18
8/20/2019 16:00:00,81.67
8/21/2019 16:00:00,82.87
8/22/2019 16:00:00,82.69
8/23/2019 16:00:00,80.99
8/26/2019 16:00:00,81.89
8/27/2019 16:00:00,81.55
8/28/2019 16:00:00,82.46
8/29/2019 16:00:00,82.69
8/30/2019 16:00:00,82.45
9/3/2019 16:00:00,82.62
9/4/2019 16:00:00,82.05
9/5/2019 16:00:00,82.1
9/6/2019 16:00:00,82.55
9/9/2019 16:00:00,79.59
9/10/2019 16:00:00,77.89
9/11/2019 16:00:00,79.07
9/12/2019 16:00:00,79.44
9/13/2019 16:00:00,78.77
9/16/2019 16:00:00,78.22
9/17/2019 16:00:00,78.68
9/18/2019 16:00:00,79.16
9/19/2019 16:00:00,80.07
9/20/2019 16:00:00,81.2
9/23/2019 16:00:00,80.44
9/24/2019 16:00:00,79.71
9/25/2019 16:00:00,79.24
9/26/2019 16:00:00,79.98
9/27/2019 16:00:00,79.06
9/30/2019 16:00:00,80.27
10/1/2019 16:00:00,79.72
10/2/2019 16:00:00,77.83
10/3/2019 16:00:00,78.89
10/4/2019 16:00:00,81.05
10/7/2019 16:00:00,80.47
10/8/2019 16:00:00,79.42
10/9/2019 16:00:00,80.27
10/10/2019 16:00:00,79.87
10/11/2019 16:00:00,80.42
10/14/2019 16:00:00,80.75
10/15/2019 16:00:00,81.09
10/16/2019 16:00:00,80.53
10/17/2019 16:00:00,79.91
10/18/2019 16:00:00,80.74
10/21/2019 16:00:00,80.59
10/22/2019 16:00:00,77.52
10/23/2019 16:00:00,79.02
10/24/2019 16:00:00,78.74
10/25/2019 16:00:00,78.44
10/28/2019 16:00:00,78.38
10/29/2019 16:00:00,81.15
10/30/2019 16:00:00,82.21
10/31/2019 16:00:00,82.63
11/1/2019 16:00:00,80.99
11/4/2019 16:00:00,80
11/5/2019 16:00:00,79.07
11/6/2019 16:00:00,79.38
11/7/2019 16:00:00,79.03
11/8/2019 16:00:00,79.71
11/11/2019 16:00:00,79.41
11/12/2019 16:00:00,80.21
11/13/2019 16:00:00,80.88
11/14/2019 16:00:00,80.62
11/15/2019 16:00:00,80.95
11/18/2019 16:00:00,80.22
11/19/2019 16:00:00,80.72
11/20/2019 16:00:00,81.31
11/21/2019 16:00:00,81.49
11/22/2019 16:00:00,81.48
11/25/2019 16:00:00,81.72
11/26/2019 16:00:00,83.28
11/27/2019 16:00:00,83.54
11/29/2019 13:00:00,83.13
12/2/2019 16:00:00,82.99
12/3/2019 16:00:00,83.32
12/4/2019 16:00:00,84.55
12/5/2019 16:00:00,84.63
12/6/2019 16:00:00,84.72
12/9/2019 16:00:00,84.6
12/10/2019 16:00:00,84.96
12/11/2019 16:00:00,84.84
12/12/2019 16:00:00,85.41
12/13/2019 16:00:00,85.04
12/16/2019 16:00:00,85.14
12/17/2019 16:00:00,84.88
12/18/2019 16:00:00,85.45
12/19/2019 16:00:00,85.81
12/20/2019 16:00:00,87.32
12/23/2019 16:00:00,87.48
12/24/2019 13:00:00,87.19
12/26/2019 16:00:00,87.1
12/27/2019 16:00:00,87.25
12/30/2019 16:00:00,86.8
12/31/2019 16:00:00,86.72
1/2/2020 16:00:00,87.76
1/3/2020 16:00:00,87.01
1/6/2020 16:00:00,87.38
1/7/2020 16:00:00,85.05
1/8/2020 16:00:00,84.48
1/9/2020 16:00:00,85.23
1/10/2020 16:00:00,85.37
1/13/2020 16:00:00,85.35
1/14/2020 16:00:00,85.75
1/15/2020 16:00:00,87.29
1/16/2020 16:00:00,86.94
1/17/2020 16:00:00,86.74
1/21/2020 16:00:00,85.79
1/22/2020 16:00:00,85.48
1/23/2020 16:00:00,84.44
1/24/2020 16:00:00,81.98
1/27/2020 16:00:00,82.1
1/28/2020 16:00:00,82.24
1/29/2020 16:00:00,83.19
1/30/2020 16:00:00,82.48
1/31/2020 16:00:00,81.47
2/3/2020 16:00:00,83.28
2/4/2020 16:00:00,84.25
2/5/2020 16:00:00,81.84
2/6/2020 16:00:00,81.7
2/7/2020 16:00:00,81.13
2/10/2020 16:00:00,81.68
2/11/2020 16:00:00,81.29
2/12/2020 16:00:00,79.38
2/13/2020 16:00:00,78.16
2/14/2020 16:00:00,78.81
2/18/2020 16:00:00,78.63
2/19/2020 16:00:00,78.19
2/20/2020 16:00:00,78.66
2/21/2020 16:00:00,78.51
2/24/2020 16:00:00,77.55
2/25/2020 16:00:00,76.54
2/26/2020 16:00:00,76.22
2/27/2020 16:00:00,74.45
2/28/2020 16:00:00,73
3/2/2020 16:00:00,77.59
3/3/2020 16:00:00,75.45
3/4/2020 16:00:00,79.11
3/5/2020 16:00:00,77.79
3/6/2020 16:00:00,78.38
3/9/2020 16:00:00,75.29
3/10/2020 16:00:00,78.21
3/11/2020 16:00:00,75.57
3/12/2020 16:00:00,70.99
3/13/2020 16:00:00,73.18
3/16/2020 16:00:00,66.67
3/17/2020 16:00:00,71.02
3/18/2020 16:00:00,68.3
3/19/2020 16:00:00,67.44
3/20/2020 16:00:00,68.04
3/23/2020 16:00:00,63.31
3/24/2020 16:00:00,65.84
3/25/2020 16:00:00,65.05
3/26/2020 16:00:00,70.11
3/27/2020 16:00:00,68.4
3/30/2020 16:00:00,73.37
3/31/2020 16:00:00,73.36
4/1/2020 16:00:00,70.37
4/2/2020 16:00:00,73.3
4/3/2020 16:00:00,72.71
4/6/2020 16:00:00,76.58
4/7/2020 16:00:00,74.91
4/8/2020 16:00:00,77.83
4/9/2020 16:00:00,78.66
4/13/2020 16:00:00,76.8
4/14/2020 16:00:00,78.99
4/15/2020 16:00:00,78.26
4/16/2020 16:00:00,79.14
4/17/2020 16:00:00,79.58
4/20/2020 16:00:00,79.24
4/21/2020 16:00:00,74.91
4/22/2020 16:00:00,76.26
4/23/2020 16:00:00,77.12
4/24/2020 16:00:00,77.65
4/27/2020 16:00:00,80.08
4/28/2020 16:00:00,77.41
4/29/2020 16:00:00,77.02
4/30/2020 16:00:00,75.65
5/1/2020 16:00:00,74.06
5/4/2020 16:00:00,73.29
5/5/2020 16:00:00,74.38
5/6/2020 16:00:00,73.54
5/7/2020 16:00:00,72.09
5/8/2020 16:00:00,72.85
5/11/2020 16:00:00,74.29
5/12/2020 16:00:00,73.6
5/13/2020 16:00:00,74.27
5/14/2020 16:00:00,76.33
5/15/2020 16:00:00,76.07
5/18/2020 16:00:00,76.02
5/19/2020 16:00:00,73.95
5/20/2020 16:00:00,73.32
5/21/2020 16:00:00,72.99
5/22/2020 16:00:00,72.82
5/26/2020 16:00:00,73.67
5/27/2020 16:00:00,73.95
5/28/2020 16:00:00,75.37
5/29/2020 16:00:00,76.97
6/1/2020 16:00:00,75.86
6/2/2020 16:00:00,77.08
6/3/2020 16:00:00,78.25
6/4/2020 16:00:00,77.76
6/5/2020 16:00:00,78.44
6/8/2020 16:00:00,79.05
6/9/2020 16:00:00,78.44
6/10/2020 16:00:00,77.97
6/11/2020 16:00:00,73.76
6/12/2020 16:00:00,72.75
6/15/2020 16:00:00,70.58
6/16/2020 16:00:00,73.39
6/17/2020 16:00:00,72.74
6/18/2020 16:00:00,72.68
6/19/2020 16:00:00,74.28
6/22/2020 16:00:00,73.18
6/23/2020 16:00:00,73.54
6/24/2020 16:00:00,72.34
6/25/2020 16:00:00,73.01
6/26/2020 16:00:00,71.7
6/29/2020 16:00:00,72.58
6/30/2020 16:00:00,73.74
7/1/2020 16:00:00,74.49
7/2/2020 16:00:00,75.12
7/6/2020 16:00:00,75.88
7/7/2020 16:00:00,75.06
7/8/2020 16:00:00,74.3
7/9/2020 16:00:00,73.13
7/10/2020 16:00:00,73.16
7/13/2020 16:00:00,73.76
7/14/2020 16:00:00,74.61
7/15/2020 16:00:00,75.75
7/16/2020 16:00:00,75.71
7/17/2020 16:00:00,76.16
7/20/2020 16:00:00,75.72
7/21/2020 16:00:00,75.22
7/22/2020 16:00:00,75.12
7/23/2020 16:00:00,74.43
7/24/2020 16:00:00,73.52
7/27/2020 16:00:00,75.26
7/28/2020 16:00:00,75.99
7/29/2020 16:00:00,75.66
7/30/2020 16:00:00,75.32
7/31/2020 16:00:00,76.51
8/3/2020 16:00:00,78.7
8/4/2020 16:00:00,77.87
8/5/2020 16:00:00,77.85
8/6/2020 16:00:00,77.28
8/7/2020 16:00:00,77.25
8/10/2020 16:00:00,77.15
8/11/2020 16:00:00,77.15
8/12/2020 16:00:00,78.84
8/13/2020 16:00:00,79.66
8/14/2020 16:00:00,79.6
8/17/2020 16:00:00,80.82
8/18/2020 16:00:00,80.63
8/19/2020 16:00:00,81.08
8/20/2020 16:00:00,81.08
8/21/2020 16:00:00,81.03
8/24/2020 16:00:00,81.45
8/25/2020 16:00:00,81.7
8/26/2020 16:00:00,81.56
8/27/2020 16:00:00,81.83
8/28/2020 16:00:00,81.67
8/31/2020 16:00:00,81.31
9/1/2020 16:00:00,80.51
9/2/2020 16:00:00,82.89
9/3/2020 16:00:00,81.52
9/4/2020 16:00:00,81.28
9/8/2020 16:00:00,79.46
9/9/2020 16:00:00,80.94
9/10/2020 16:00:00,79.69
9/11/2020 16:00:00,80.55
9/14/2020 16:00:00,80.25
9/15/2020 16:00:00,80.3
9/16/2020 16:00:00,81.59
9/17/2020 16:00:00,81.66
9/18/2020 16:00:00,81.82
9/21/2020 16:00:00,79.27
9/22/2020 16:00:00,79.09
9/23/2020 16:00:00,78.79
9/24/2020 16:00:00,79.29
9/25/2020 16:00:00,79.08
9/28/2020 16:00:00,78.91
9/29/2020 16:00:00,78.09
9/30/2020 16:00:00,79.09
10/1/2020 16:00:00,77.85
10/2/2020 16:00:00,77.04
10/5/2020 16:00:00,77.46
10/6/2020 16:00:00,75.93
10/7/2020 16:00:00,76.32
10/8/2020 16:00:00,76.74
10/9/2020 16:00:00,76.63
10/12/2020 16:00:00,76.63
10/13/2020 16:00:00,76.96
10/14/2020 16:00:00,76.77
10/15/2020 16:00:00,75.39
10/16/2020 16:00:00,76.12
10/19/2020 16:00:00,75.01
10/20/2020 16:00:00,74.63
10/21/2020 16:00:00,74.44
10/22/2020 16:00:00,75.53
10/23/2020 16:00:00,76.12
10/26/2020 16:00:00,75.18
10/27/2020 16:00:00,74.37
10/28/2020 16:00:00,72.64
10/29/2020 16:00:00,72.36
10/30/2020 16:00:00,71.71
11/2/2020 16:00:00,73.14
11/3/2020 16:00:00,73.35
11/4/2020 16:00:00,76.87
11/5/2020 16:00:00,76.72
11/6/2020 16:00:00,76.63
11/9/2020 16:00:00,76.76
11/10/2020 16:00:00,77.34
11/11/2020 16:00:00,77.29
11/12/2020 16:00:00,76.15
11/13/2020 16:00:00,77.32
11/16/2020 16:00:00,76.45
11/17/2020 16:00:00,77.71
11/18/2020 16:00:00,76.52
11/19/2020 16:00:00,76.65
11/20/2020 16:00:00,76.71
11/23/2020 16:00:00,76.55
11/24/2020 16:00:00,76.42
11/25/2020 16:00:00,76.34
11/27/2020 13:00:00,76.15
11/30/2020 16:00:00,76.65
12/1/2020 16:00:00,77.76
12/2/2020 16:00:00,78.03
12/3/2020 16:00:00,77.66
12/4/2020 16:00:00,78.13
12/7/2020 16:00:00,78.68
12/8/2020 16:00:00,79.31
12/9/2020 16:00:00,79.59
12/10/2020 16:00:00,79.13
12/11/2020 16:00:00,79.1
12/14/2020 16:00:00,76.59
12/15/2020 16:00:00,76.74
12/16/2020 16:00:00,76.12
12/17/2020 16:00:00,76.11
12/18/2020 16:00:00,75.83
12/21/2020 16:00:00,75.61
12/22/2020 16:00:00,75.73
12/23/2020 16:00:00,76.05
12/24/2020 13:00:00,76.42
12/28/2020 16:00:00,76.71
12/29/2020 16:00:00,77.64
12/30/2020 16:00:00,76.84
